case_id,trial,tier,source,negative_case,expected_decision,actual_decision,status,automatic_pass,passed,failures,outcome_failures,diagnostic_clean,diagnostic_warnings,review_status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,duration_ms,backend,model,prompt_version,descriptor_version,call_mode,autonomy,policy,reviewers
REF-6018,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16523,269,True,0.00148785,7884.613,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6019,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16524,292,True,0.0015018,7676.79,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6020,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16541,281,True,0.00149775,7164.638,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6022,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16593,244,True,0.00148335,6324.175,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6028,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,21267,340,True,0.00190605,15678.266,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6029,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16515,247,True,0.00147345,4716.941,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6030,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;criteria_observed;booked_slot;one_successful_booking;booking_record_matches;booking_conditions;booked_slot_observed;booking_within_clinical_window,run_status;decision;criteria_observed;booked_slot;one_successful_booking;booking_record_matches;booking_conditions;booked_slot_observed;booking_within_clinical_window,False,slot_search_exact_assessed_band;one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,1,3747,45,True,0.00032025,5730.461,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6031,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16465,254,True,0.00147015,5133.702,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6032,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16477,254,True,0.00147195,10327.166,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6033,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16467,290,True,0.00149205,6152.904,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6035,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,11975,189,True,0.00107445,7760.002,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6040,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,11914,185,True,0.0010629,12432.943,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6041,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,11912,192,True,0.0010668,12962.039,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6042,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16420,243,True,0.0014568,15415.513,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6043,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16433,248,True,0.00146175,5181.159,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6044,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16401,289,True,0.00148155,12563.83,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6045,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16383,265,True,0.00146445,5282.138,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6046,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;criteria_observed;booked_slot;one_successful_booking;booking_record_matches;booking_conditions;booked_slot_observed;booking_within_clinical_window,run_status;decision;criteria_observed;booked_slot;one_successful_booking;booking_record_matches;booking_conditions;booked_slot_observed;booking_within_clinical_window,False,slot_search_exact_assessed_band;one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,1,3747,43,True,0.00031905,5914.033,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6050,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,11993,186,True,0.00107535,13371.533,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6051,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16506,259,True,0.0014793,13823.14,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6052,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16513,266,True,0.00148455,12997.412,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6053,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,11995,186,True,0.00107565,12336.06,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6054,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16524,267,True,0.0014868,6191.644,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6055,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,run_status;decision;booked_slot;one_successful_booking;booking_record_matches,False,one_booking_attempt;one_proposed_booking;booking_gate;confirmation_gate,pending,3,16520,244,True,0.0014724,15288.042,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6060,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,12006,161,True,0.0010623,4956.529,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6060,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,12006,163,True,0.0010155,4011.031,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6060,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,12006,161,True,0.0010143,3741.172,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6061,1,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,12015,168,True,0.00106785,8784.425,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6061,2,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,12015,164,True,0.00101745,8850.338,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6061,3,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,12015,164,True,0.00101745,9021.349,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6062,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,11991,157,True,0.00105765,11521.757,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6062,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,11992,158,True,0.0010296,9258.822,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6062,3,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,True,,pending,1,3747,43,True,0.00030945,12912.017,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6063,1,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,True,,pending,1,3747,43,True,0.00031905,5754.701,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6063,2,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,True,,pending,1,3747,43,True,0.00030945,6332.218,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6063,3,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,True,,pending,1,3747,45,True,0.00031065,5880.185,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6064,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,16351,222,True,0.00143385,5858.531,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6064,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,16349,219,True,0.00140295,4891.884,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6064,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,16349,221,True,0.00143295,6900.228,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,1,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,7697,119,True,0.00067875,6220.812,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,2,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,7697,115,True,0.00065715,5929.321,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,3,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,7697,118,True,0.00065895,7614.661,live,openai/gpt-4o-mini,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
