case_id,trial,tier,source,negative_case,expected_decision,actual_decision,status,automatic_pass,passed,failures,review_status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,duration_ms,backend,model,prompt_version,descriptor_version,call_mode,autonomy,policy,reviewers
REF-6018,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16655,422,True,0.00150132,10640.055,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6019,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16652,423,True,0.00140834,8694.217,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6020,1,core,team,False,book,book,completed,True,True,,accepted,4,21484,507,True,0.00130851,13007.876,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6022,1,core,team,False,book,book,completed,True,True,,accepted,4,21624,500,True,0.00177985,9935.81,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6028,1,core,team,False,book,book,completed,True,True,,accepted,4,21451,451,True,0.0015437,7358.311,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6029,1,core,team,False,book,book,completed,True,True,,accepted,4,21517,553,True,0.0020144,14190.681,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6030,1,core,team,False,book,book,completed,True,True,,accepted,4,21465,534,True,0.00155209,10957.99,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6031,1,core,team,False,book,book,completed,True,True,,accepted,4,21361,513,True,0.00185453,9174.723,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6032,1,core,team,False,book,book,completed,True,True,,accepted,4,21408,528,True,0.00113273,31973.761,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6033,1,core,team,False,book,book,completed,True,True,,accepted,4,21368,507,True,0.0027348,9443.127,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6035,1,core,team,False,book,book,completed,True,True,,accepted,4,21371,476,True,0.0017369,10424.971,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6040,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16549,415,True,0.00129384,12969.485,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6041,1,core,team,False,book,book,completed,True,True,,accepted,4,21341,498,True,0.00158771,24937.232,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6042,1,core,team,False,book,book,completed,True,True,,accepted,4,21351,524,True,0.00173635,50224.011,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6043,1,core,team,False,book,book,completed,True,True,,accepted,4,21343,488,True,0.00167888,12443.841,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6044,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16449,406,True,0.00143801,15435.416,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6045,1,core,team,False,book,book,completed,True,True,,accepted,4,21319,554,True,0.00173316,13369.575,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6046,1,core,team,False,book,book,completed,True,True,,accepted,4,21224,500,True,0.00175291,15514.631,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6050,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16631,389,True,0.00147087,10147.688,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6051,1,core,team,False,book,book,completed,True,True,,accepted,4,21402,468,True,0.0024683,16814.399,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6052,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16645,431,True,0.00144251,6358.384,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6053,1,core,team,False,book,book,completed,True,True,,accepted,4,21477,548,True,0.00135572,9152.73,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6054,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16648,394,True,0.00148519,76136.56,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6055,1,core,team,False,book,,invalid_model_output,False,False,run_status;decision;booked_slot;one_booking_attempt;one_proposed_booking;one_successful_booking;booking_record_matches;booking_gate;confirmation_gate,pending,3,16663,419,True,0.00149256,19655.537,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6060,1,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;trigger;no_unnecessary_slot_search,pending,3,16669,444,True,0.00159003,15536.989,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6060,2,core,team,True,escalate,escalate,guardrail_stopped,False,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,pending,4,16672,393,True,0.00128897,9487.274,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6060,3,core,team,True,escalate,,invalid_model_output,False,False,run_status;decision;trigger;no_unnecessary_slot_search,pending,3,16668,436,True,0.0011027,7821.855,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6061,1,core,team,True,request_information,escalate,guardrail_stopped,False,False,run_status;decision;no_booking_attempt;missing_item;no_unnecessary_slot_search,pending,4,16654,342,True,0.00124387,18846.891,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6061,2,core,team,True,request_information,escalate,guardrail_stopped,False,False,run_status;decision;no_booking_attempt;missing_item;no_unnecessary_slot_search,pending,4,16652,341,True,0.00173008,8825.639,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6061,3,core,team,True,request_information,escalate,guardrail_stopped,False,False,run_status;decision;no_booking_attempt;missing_item;no_unnecessary_slot_search,pending,4,16677,352,True,0.0016835,14437.778,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6062,1,core,team,True,escalate,escalate,guardrail_stopped,False,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,pending,4,16690,368,True,0.00164992,9969.458,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6062,2,core,team,True,escalate,escalate,guardrail_stopped,False,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,pending,4,16694,397,True,0.00170219,21972.131,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6062,3,core,team,True,escalate,escalate,guardrail_stopped,False,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,pending,4,16693,405,True,0.00113571,10880.65,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,
REF-6063,1,core,team,True,escalate,escalate,completed,True,False,,rejected,2,12052,240,True,0.00062664,5893.928,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6063,2,core,team,True,escalate,escalate,completed,True,False,,rejected,2,12052,240,True,0.00062664,5759.815,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6063,3,core,team,True,escalate,escalate,completed,True,False,,rejected,2,12052,228,True,0.00100512,9226.639,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6064,1,core,team,True,escalate,escalate,completed,True,True,,accepted,3,16440,316,True,0.00102748,7597.158,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6064,2,core,team,True,escalate,escalate,completed,True,True,,accepted,3,16440,319,True,0.00143004,13206.862,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6064,3,core,team,True,escalate,escalate,completed,True,True,,accepted,3,16451,327,True,0.00159243,12756.82,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,1,core,team,True,escalate,escalate,guardrail_stopped,True,True,,accepted,2,7704,173,True,0.00091166,4920.67,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,2,core,team,True,escalate,escalate,guardrail_stopped,True,True,,accepted,2,7704,146,True,0.00059829,6391.749,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
REF-6065,3,core,team,True,escalate,escalate,guardrail_stopped,True,True,,accepted,2,7704,174,True,0.00076054,3435.185,live,qwen/qwen3-30b-a3b-instruct-2507,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (AI judgement review)
